letter,exp 1,exp 2,exp 3,exp 4,exp 5,exp 6,exp 7,exp 8,exp 9,exp 10,exp 11,exp 12,exp 13,exp 14,exp 15,exp 16,exp 17,exp 18,exp 19,exp 20,exp 21,exp 22,exp 23,exp 24,exp 25,exp 26,exp 27,exp 28,exp 29,exp 30,exp 31,exp 32,exp 33,exp 34,exp 35,exp 36,exp 37,exp 38,exp 39,exp 40,exp 41,exp 42,exp 43,exp 44,exp 45,exp 46,exp 47,exp 48,exp 49,exp 50,minimum,maximum,average,average_percent,STD,VAR,estimate
Ê,16,15,15,15,15,14,16,15,16,16,18,16,15,15,14,15,14,15,16,15,14,16,16,17,14,15,17,17,14,16,17,18,15,15,18,16,15,14,15,13,14,17,15,15,18,15,16,16,16,17,13,18,15.0,2.1866,1.1988,1.4371,436.0
Y,16,16,14,18,17,16,15,16,15,14,16,16,17,16,15,14,15,15,16,15,14,15,18,16,16,16,15,14,15,16,14,14,15,16,15,17,16,18,16,17,14,16,16,16,15,15,16,18,14,14,14,18,15.0,2.1866,1.1445,1.3098,436.0
Â,13,15,13,13,12,13,12,13,13,12,12,14,13,12,14,13,15,13,13,15,14,13,14,14,13,14,14,13,13,15,13,15,13,14,14,13,13,13,11,12,12,12,13,14,16,15,14,15,14,12,11,16,13.0,1.895,1.0645,1.1331,217.0
K,12,11,13,12,13,14,10,12,12,13,12,14,14,14,13,12,11,13,12,14,12,11,12,12,13,12,13,13,12,11,12,14,13,11,13,10,14,12,13,11,14,14,11,14,11,13,11,11,12,12,10,14,12.0,1.7493,1.1386,1.2963,153.0
Ô,11,12,12,10,11,11,11,12,11,11,10,11,9,10,12,12,12,12,12,11,11,11,13,10,12,13,12,11,11,13,14,13,12,11,11,14,13,10,10,10,12,11,13,9,13,10,14,11,10,12,9,14,11.0,1.6035,1.2324,1.5188,108.0
Ù,10,11,13,12,10,13,12,12,10,9,12,12,10,11,11,11,10,10,11,13,12,14,13,12,9,10,10,11,12,11,13,12,11,11,12,13,10,14,10,10,12,13,10,12,9,12,9,10,10,11,9,14,11.0,1.6035,1.3293,1.7669,108.0
Î,11,11,12,10,11,10,12,11,11,9,9,11,12,13,10,12,9,12,8,10,9,14,11,10,8,11,10,9,9,11,13,13,9,10,12,10,10,11,10,10,10,9,10,10,11,10,11,12,10,11,8,14,10.0,1.4577,1.3118,1.7208,76.0
Ç,9,10,10,10,10,9,8,10,11,11,8,9,11,10,13,10,9,10,9,7,9,9,9,14,9,11,10,11,12,9,9,10,10,10,11,9,10,11,10,13,12,9,12,9,11,11,10,12,9,11,7,14,10.0,1.4577,1.3649,1.8629,76.0
Û,12,10,11,11,10,11,10,13,12,12,12,12,11,9,10,11,11,10,13,12,11,11,10,12,10,10,11,13,10,11,11,11,10,11,11,11,12,12,10,11,10,10,9,11,11,10,11,10,10,9,9,13,10.0,1.4577,0.9899,0.98,76.0
Ë,10,11,10,10,10,12,8,11,10,9,11,12,9,10,8,10,8,11,9,9,9,9,8,12,10,9,8,8,9,10,11,8,10,10,8,9,8,9,9,8,11,9,8,10,9,10,10,11,9,10,8,12,9.0,1.312,1.1643,1.3555,53.0
W,7,9,10,10,7,9,7,8,8,7,7,8,11,6,8,6,7,7,8,8,7,8,8,7,7,9,8,7,8,9,8,10,5,9,9,7,8,9,8,7,6,8,9,9,8,6,6,6,7,7,5,11,7.0,1.0204,1.2382,1.5331,26.0
Ï,6,5,6,6,6,7,7,6,6,5,7,5,8,7,5,7,7,4,5,6,8,4,5,6,8,6,5,5,7,5,4,7,7,5,9,7,7,6,5,6,8,7,5,5,7,8,5,6,6,6,4,9,6.0,0.8746,1.1718,1.3731,18.0
Æ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.1458,0.0,0.0,2.0
